instance,problem,problem size,max evaluations,batch size,noise length,hidden dim,prehead layers,num samples,learning rate,utility function,device,iterations,elapsed time in secs,best fitness,num trainable params
N-stabu70,lop,60,3600000,32,256,512,1,64,0.001,standarized_utility,cuda:0,1757,98.21889638900757,359775.0,162364
N-be75eec_150,lop,150,22500000,32,256,128,3,64,0.01,standarized_utility,cuda:0,10986,1277.1683061122894,3186412.0,85270
N-stabu70,lop,60,3600000,32,64,512,1,64,0.001,standarized_utility,cuda:0,1757,113.4873731136322,359798.0,64060
tai20_20_8.fsp,pfsp,20,400000,32,256,512,1,64,0.001,standarized_utility,cuda:0,195,13.932397842407227,33760.0,2739410
tai100_10_9.fsp,pfsp,100,10000000,32,256,1024,3,64,0.01,standarized_utility,cuda:0,4882,2017.5899798870087,342994.0,241413050
N-stabu1_250,lop,250,62500000,32,256,128,3,64,0.001,standarized_utility,cuda:0,30517,7376.42581653595,7477267.0,98170
N-be75eec,lop,50,2500000,32,256,1024,3,64,0.0001,standarized_utility,cuda:0,1220,39.021809339523315,233182.0,2413618
N-stabu70,lop,60,3600000,32,256,512,3,64,0.0001,standarized_utility,cuda:0,1757,115.86522102355957,357505.0,687676
N-t59b11xx,lop,44,1936000,32,64,512,3,64,0.01,standarized_utility,cuda:0,945,24.44860816001892,196075.0,581164
tai20_20_8.fsp,pfsp,20,400000,32,128,1024,1,64,0.01,standarized_utility,cuda:0,195,18.52399206161499,34259.0,2857170
N-be75eec,lop,50,2500000,32,128,512,3,64,0.01,standarized_utility,cuda:0,1220,33.687230348587036,216395.0,617010
N-stabu1_250,lop,250,62500000,32,128,512,2,64,0.01,standarized_utility,cuda:0,30517,4126.423436164856,6933726.0,456954
N-stabu70,lop,60,3600000,32,256,512,2,64,0.001,standarized_utility,cuda:0,1757,100.81043696403503,359578.0,425020
tai50_10_9.fsp,pfsp,50,2500000,32,64,1024,3,64,0.01,standarized_utility,cuda:0,1220,134.2090995311737,101520.0,109594875
tai20_20_8.fsp,pfsp,20,400000,32,64,1024,1,64,0.001,standarized_utility,cuda:0,195,10.098773956298828,34071.0,1546450
tai100_10_9.fsp,pfsp,100,10000000,32,64,128,3,64,0.001,standarized_utility,cuda:0,4882,921.1893932819366,306005.0,4785850
N-be75eec_150,lop,150,22500000,32,256,128,3,64,0.0001,standarized_utility,cuda:0,10986,1521.785888671875,3347218.0,85270
tai50_10_9.fsp,pfsp,50,2500000,32,256,512,1,64,0.01,standarized_utility,cuda:0,1220,99.72842526435852,95103.0,7233275
tai20_20_8.fsp,pfsp,20,400000,32,64,512,1,64,0.0001,standarized_utility,cuda:0,195,16.821743726730347,33971.0,773330
tai20_20_8.fsp,pfsp,20,400000,32,256,128,3,64,0.01,standarized_utility,cuda:0,195,15.469405889511108,34310.0,1345490
tai20_20_8.fsp,pfsp,20,400000,32,128,512,2,64,0.01,standarized_utility,cuda:0,195,20.109249591827393,34441.0,6681810
N-t59b11xx,lop,44,1936000,32,256,128,2,64,0.0001,standarized_utility,cuda:0,945,24.204787254333496,209010.0,55084
tai50_10_9.fsp,pfsp,50,2500000,32,256,128,2,64,0.01,standarized_utility,cuda:0,1220,205.08644437789917,93464.0,2634875
tai50_10_9.fsp,pfsp,50,2500000,32,128,128,1,64,0.0001,standarized_utility,cuda:0,1220,105.78925776481628,95977.0,990075
tai100_10_9.fsp,pfsp,100,10000000,32,64,1024,1,64,0.0001,standarized_utility,cuda:0,4882,1385.5805525779724,305111.0,11832250
N-be75eec,lop,50,2500000,32,64,512,3,64,0.001,standarized_utility,cuda:0,1220,61.022990226745605,233202.0,584242
tai20_5_8.fsp,pfsp,20,400000,32,64,1024,2,64,0.0001,standarized_utility,cuda:0,195,14.435170412063599,14693.0,22538450
N-stabu70,lop,60,3600000,32,64,1024,3,64,0.001,standarized_utility,cuda:0,1757,95.69297742843628,354527.0,2227260
N-be75eec,lop,50,2500000,32,256,128,3,64,0.01,standarized_utility,cuda:0,1220,58.76649570465088,232277.0,72370
N-t59b11xx,lop,44,1936000,32,64,512,3,64,0.0001,standarized_utility,cuda:0,945,24.269939422607422,208440.0,581164
tai20_5_8.fsp,pfsp,20,400000,32,256,128,1,64,0.0001,standarized_utility,cuda:0,195,17.08339285850525,15418.0,685010
N-be75eec_150,lop,150,22500000,32,256,1024,1,64,0.01,standarized_utility,cuda:0,10986,1443.4190044403076,3354973.0,416918
N-be75eec_150,lop,150,22500000,32,256,128,2,64,0.001,standarized_utility,cuda:0,10986,1522.3621022701263,3365940.0,68758
N-stabu70,lop,60,3600000,32,128,1024,1,64,0.001,standarized_utility,cuda:0,1757,51.91134214401245,359517.0,193596
tai100_10_9.fsp,pfsp,100,10000000,32,256,512,2,64,0.01,standarized_utility,cuda:0,4882,869.4312341213226,322091.0,42014650
N-be75eec_150,lop,150,22500000,32,256,128,1,64,0.01,standarized_utility,cuda:0,10986,782.0125954151154,3374087.0,52246
tai100_10_9.fsp,pfsp,100,10000000,32,256,1024,2,64,0.001,standarized_utility,cuda:0,4882,968.2844095230103,310411.0,136453050
N-t75d11xx,lop,44,1936000,32,64,1024,3,64,0.01,standarized_utility,cuda:0,945,43.558090925216675,516150.0,2210860
N-be75eec,lop,50,2500000,32,256,128,3,64,0.0001,standarized_utility,cuda:0,1220,50.99068307876587,233779.0,72370
tai50_10_9.fsp,pfsp,50,2500000,32,64,1024,1,64,0.01,standarized_utility,cuda:0,1220,106.57657098770142,95151.0,4634875
N-be75eec_150,lop,150,22500000,32,64,128,3,64,0.001,standarized_utility,cuda:0,10986,1348.4907982349396,3345840.0,60694
N-stabu70,lop,60,3600000,32,128,128,2,64,0.001,standarized_utility,cuda:0,1757,99.91420555114746,358207.0,40764
N-be75eec,lop,50,2500000,32,128,128,2,64,0.001,standarized_utility,cuda:0,1220,39.12030076980591,234199.0,39474
tai20_5_8.fsp,pfsp,20,400000,32,128,512,2,64,0.0001,standarized_utility,cuda:0,195,17.958312273025513,14561.0,6681810
tai20_20_8.fsp,pfsp,20,400000,32,256,1024,3,64,0.001,standarized_utility,cuda:0,195,21.32975673675537,33957.0,47462610
N-t75d11xx,lop,44,1936000,32,64,128,1,64,0.0001,standarized_utility,cuda:0,945,39.45148801803589,549653.0,13996
tai20_5_8.fsp,pfsp,20,400000,32,128,128,2,64,0.001,standarized_utility,cuda:0,195,15.7987699508667,14642.0,687570
tai20_20_8.fsp,pfsp,20,400000,32,128,1024,3,64,0.01,standarized_utility,cuda:0,195,20.370455503463745,36407.0,44841170
tai20_20_8.fsp,pfsp,20,400000,32,64,1024,2,64,0.001,standarized_utility,cuda:0,195,11.18200969696045,34171.0,22538450
tai20_5_8.fsp,pfsp,20,400000,32,128,512,3,64,0.0001,standarized_utility,cuda:0,195,11.194691896438599,14650.0,11934930
N-stabu1_250,lop,250,62500000,32,128,128,1,64,0.01,standarized_utility,cuda:0,30517,4063.470666885376,7524425.0,48762
tai20_5_8.fsp,pfsp,20,400000,32,128,512,2,64,0.001,standarized_utility,cuda:0,195,17.48624324798584,14747.0,6681810
N-t59b11xx,lop,44,1936000,32,128,1024,3,64,0.01,standarized_utility,cuda:0,945,28.92489981651306,190060.0,2276396
N-be75eec,lop,50,2500000,32,64,128,1,64,0.0001,standarized_utility,cuda:0,1220,48.72510099411011,231069.0,14770
N-t59b11xx,lop,44,1936000,32,128,512,1,64,0.0001,standarized_utility,cuda:0,945,23.758196353912354,207735.0,88620
N-stabu70,lop,60,3600000,32,128,128,1,64,0.0001,standarized_utility,cuda:0,1757,57.56208109855652,353941.0,24252
N-be75eec_150,lop,150,22500000,32,256,1024,1,64,0.0001,standarized_utility,cuda:0,10986,816.9584319591522,3387668.0,416918
tai20_5_8.fsp,pfsp,20,400000,32,256,128,1,64,0.001,standarized_utility,cuda:0,195,17.487837314605713,14581.0,685010
tai20_5_8.fsp,pfsp,20,400000,32,128,128,2,64,0.0001,standarized_utility,cuda:0,195,13.528039932250977,14837.0,687570
tai50_10_9.fsp,pfsp,50,2500000,32,256,512,3,64,0.0001,standarized_utility,cuda:0,1220,128.3608386516571,92361.0,33498875
tai20_5_8.fsp,pfsp,20,400000,32,64,512,1,64,0.01,standarized_utility,cuda:0,195,14.875420331954956,14690.0,773330
tai100_10_9.fsp,pfsp,100,10000000,32,64,1024,1,64,0.0001,standarized_utility,cuda:0,4882,841.358318567276,304850.0,11832250
N-stabu70,lop,60,3600000,32,128,512,2,64,0.01,standarized_utility,cuda:0,1757,99.73619937896729,351676.0,359484
tai50_10_9.fsp,pfsp,50,2500000,32,64,128,1,64,0.001,standarized_utility,cuda:0,1220,97.84254574775696,92817.0,580475
N-t75d11xx,lop,44,1936000,32,64,512,1,64,0.0001,standarized_utility,cuda:0,945,43.106271743774414,568742.0,55852
tai20_20_8.fsp,pfsp,20,400000,32,128,128,3,64,0.001,standarized_utility,cuda:0,195,15.091272115707397,33919.0,1017810
N-t59b11xx,lop,44,1936000,32,256,512,1,64,0.01,standarized_utility,cuda:0,945,38.35282039642334,208600.0,154156
tai100_10_9.fsp,pfsp,100,10000000,32,64,512,1,64,0.0001,standarized_utility,cuda:0,4882,1494.4165713787079,306165.0,5918650
tai20_20_8.fsp,pfsp,20,400000,32,128,512,1,64,0.001,standarized_utility,cuda:0,195,14.141364574432373,33781.0,1428690
tai100_10_9.fsp,pfsp,100,10000000,32,128,512,2,64,0.01,standarized_utility,cuda:0,4882,1466.9022824764252,315829.0,35461050
N-be75eec,lop,50,2500000,32,128,1024,1,64,0.01,standarized_utility,cuda:0,1220,57.84332299232483,234052.0,183346
N-stabu1_250,lop,250,62500000,32,64,1024,3,64,0.01,standarized_utility,cuda:0,30517,7586.258801937103,6415740.0,2422010
N-stabu70,lop,60,3600000,32,64,512,2,64,0.0001,standarized_utility,cuda:0,1757,98.82856726646423,358729.0,326716
tai20_5_8.fsp,pfsp,20,400000,32,256,512,3,64,0.001,standarized_utility,cuda:0,195,13.569535493850708,14672.0,13245650
N-stabu70,lop,60,3600000,32,64,1024,2,64,0.001,standarized_utility,cuda:0,1757,91.32557964324951,360047.0,1177660
tai50_10_9.fsp,pfsp,50,2500000,32,256,128,3,64,0.01,standarized_utility,cuda:0,1220,202.1545171737671,94778.0,3460475
N-t75d11xx,lop,44,1936000,32,64,512,3,64,0.0001,standarized_utility,cuda:0,945,45.51929211616516,573276.0,581164
tai200_10_9.fsp,pfsp,200,40000000,32,256,128,3,64,0.01,standarized_utility,cuda:0,19531,8104.786476612091,1097594.0,15776900
tai20_20_8.fsp,pfsp,20,400000,32,128,128,2,64,0.01,standarized_utility,cuda:0,195,19.916526079177856,33984.0,687570
tai50_10_9.fsp,pfsp,50,2500000,32,64,128,3,64,0.01,standarized_utility,cuda:0,1220,184.28879714012146,95949.0,2231675
tai20_5_8.fsp,pfsp,20,400000,32,128,128,2,64,0.0001,standarized_utility,cuda:0,195,18.823670625686646,14848.0,687570
tai20_20_8.fsp,pfsp,20,400000,32,128,1024,2,64,0.001,standarized_utility,cuda:0,195,12.602882862091064,33809.0,23849170
N-t75d11xx,lop,44,1936000,32,256,512,2,64,0.0001,standarized_utility,cuda:0,945,41.621729373931885,577325.0,416812
tai50_10_9.fsp,pfsp,50,2500000,32,256,512,2,64,0.001,standarized_utility,cuda:0,1220,114.92831325531006,93254.0,20366075
N-t75d11xx,lop,44,1936000,32,64,512,3,64,0.001,standarized_utility,cuda:0,945,23.8763267993927,573176.0,581164
N-t75d11xx,lop,44,1936000,32,256,128,1,64,0.0001,standarized_utility,cuda:0,945,40.93332314491272,548910.0,38572
N-be75eec_150,lop,150,22500000,32,128,128,2,64,0.0001,standarized_utility,cuda:0,10986,1480.6007936000824,3387544.0,52374
N-stabu1_250,lop,250,62500000,32,128,512,1,64,0.001,standarized_utility,cuda:0,30517,6736.849860429764,7568716.0,194298
tai50_10_9.fsp,pfsp,50,2500000,32,128,512,2,64,0.0001,standarized_utility,cuda:0,1220,188.84656167030334,91818.0,17089275
tai20_20_8.fsp,pfsp,20,400000,32,256,1024,2,64,0.001,standarized_utility,cuda:0,195,18.874714136123657,33971.0,26470610
tai20_20_8.fsp,pfsp,20,400000,32,128,1024,1,64,0.0001,standarized_utility,cuda:0,195,13.873455047607422,33845.0,2857170
N-stabu70,lop,60,3600000,32,64,512,3,64,0.0001,standarized_utility,cuda:0,1757,85.26920437812805,355804.0,589372
N-be75eec,lop,50,2500000,32,256,1024,1,64,0.01,standarized_utility,cuda:0,1220,33.267237186431885,234138.0,314418
N-stabu70,lop,60,3600000,32,64,128,3,64,0.001,standarized_utility,cuda:0,1757,85.38160753250122,354942.0,49084
N-t75d11xx,lop,44,1936000,32,64,128,3,64,0.0001,standarized_utility,cuda:0,945,23.82663106918335,573673.0,47020
N-t75d11xx,lop,44,1936000,32,256,512,1,64,0.0001,standarized_utility,cuda:0,945,40.676042318344116,567049.0,154156
N-stabu70,lop,60,3600000,32,64,128,1,64,0.0001,standarized_utility,cuda:0,1757,92.92288541793823,354552.0,16060
N-be75eec,lop,50,2500000,32,256,1024,3,64,0.001,standarized_utility,cuda:0,1220,58.35563516616821,232790.0,2413618
tai200_10_9.fsp,pfsp,200,40000000,32,64,512,1,64,0.01,standarized_utility,cuda:0,19531,7234.456007003784,1083233.0,16967300
N-t75d11xx,lop,44,1936000,32,64,512,2,64,0.01,standarized_utility,cuda:0,945,41.474687814712524,561627.0,318508
N-be75eec,lop,50,2500000,32,256,512,1,64,0.01,standarized_utility,cuda:0,1220,49.13205361366272,233204.0,157234
N-be75eec_150,lop,150,22500000,32,64,512,2,64,0.001,standarized_utility,cuda:0,10986,1502.9693138599396,3356316.0,372886
N-be75eec_150,lop,150,22500000,32,256,1024,3,64,0.0001,standarized_utility,cuda:0,10986,1509.546700000763,3344309.0,2516118
N-stabu70,lop,60,3600000,32,64,512,3,64,0.001,standarized_utility,cuda:0,1757,100.89172506332397,357687.0,589372
N-t59b11xx,lop,44,1936000,32,64,1024,3,64,0.0001,standarized_utility,cuda:0,945,40.14398002624512,202705.0,2210860
tai20_5_8.fsp,pfsp,20,400000,32,256,128,1,64,0.0001,standarized_utility,cuda:0,195,10.727877378463745,15293.0,685010
N-be75eec_150,lop,150,22500000,32,64,512,1,64,0.001,standarized_utility,cuda:0,10986,804.6687331199646,3392863.0,110230
tai50_10_9.fsp,pfsp,50,2500000,32,256,512,1,64,0.01,standarized_utility,cuda:0,1220,144.2277979850769,94358.0,7233275
tai100_10_9.fsp,pfsp,100,10000000,32,64,1024,2,64,0.001,standarized_utility,cuda:0,4882,1570.1287634372711,310109.0,116792250
N-be75eec,lop,50,2500000,32,128,512,1,64,0.01,standarized_utility,cuda:0,1220,35.19667291641235,233180.0,91698
N-stabu1_250,lop,250,62500000,32,64,1024,2,64,0.0001,standarized_utility,cuda:0,30517,4198.097735881805,7509560.0,1372410
N-stabu1_250,lop,250,62500000,32,128,512,3,64,0.001,standarized_utility,cuda:0,30517,7425.381836891174,7351004.0,719610
tai100_10_9.fsp,pfsp,100,10000000,32,256,512,1,64,0.0001,standarized_utility,cuda:0,4882,805.9353563785553,304348.0,15749050
tai100_10_9.fsp,pfsp,100,10000000,32,64,1024,3,64,0.001,standarized_utility,cuda:0,4882,2041.6519153118134,315140.0,221752250
tai20_5_8.fsp,pfsp,20,400000,32,128,1024,2,64,0.001,standarized_utility,cuda:0,195,17.806315660476685,14676.0,23849170
N-stabu1_250,lop,250,62500000,32,256,1024,1,64,0.01,standarized_utility,cuda:0,30517,4140.518552303314,7510274.0,519418
tai20_20_8.fsp,pfsp,20,400000,32,256,1024,2,64,0.0001,standarized_utility,cuda:0,195,20.88539457321167,33861.0,26470610
N-be75eec,lop,50,2500000,32,256,512,1,64,0.001,standarized_utility,cuda:0,1220,35.5419340133667,234172.0,157234
tai20_5_8.fsp,pfsp,20,400000,32,64,128,3,64,0.01,standarized_utility,cuda:0,195,17.367025136947632,14725.0,853970
N-be75eec_150,lop,150,22500000,32,64,512,3,64,0.01,standarized_utility,cuda:0,10986,839.0040740966797,2938202.0,635542
N-be75eec,lop,50,2500000,32,64,128,1,64,0.01,standarized_utility,cuda:0,1220,34.60913133621216,234284.0,14770
tai20_20_8.fsp,pfsp,20,400000,32,64,1024,3,64,0.001,standarized_utility,cuda:0,195,19.620264291763306,34222.0,43530450
N-stabu70,lop,60,3600000,32,128,512,3,64,0.001,standarized_utility,cuda:0,1757,99.75766849517822,353091.0,622140
N-t75d11xx,lop,44,1936000,32,128,1024,2,64,0.01,standarized_utility,cuda:0,945,41.49733257293701,537713.0,1226796
tai20_20_8.fsp,pfsp,20,400000,32,128,1024,1,64,0.01,standarized_utility,cuda:0,195,11.81377363204956,34324.0,2857170
N-stabu70,lop,60,3600000,32,64,512,3,64,0.0001,standarized_utility,cuda:0,1757,84.18907451629639,357815.0,589372
tai20_20_8.fsp,pfsp,20,400000,32,128,512,1,64,0.0001,standarized_utility,cuda:0,195,10.01362943649292,34219.0,1428690
N-stabu70,lop,60,3600000,32,64,512,2,64,0.0001,standarized_utility,cuda:0,1757,48.591949462890625,359686.0,326716
N-t75d11xx,lop,44,1936000,32,128,128,1,64,0.01,standarized_utility,cuda:0,945,29.765186071395874,568522.0,22188
tai50_10_9.fsp,pfsp,50,2500000,32,128,1024,1,64,0.01,standarized_utility,cuda:0,1220,162.82155323028564,94907.0,7911675
N-stabu70,lop,60,3600000,32,128,512,1,64,0.001,standarized_utility,cuda:0,1757,100.16407179832458,359863.0,96828
N-be75eec_150,lop,150,22500000,32,256,1024,1,64,0.001,standarized_utility,cuda:0,10986,1517.5877561569214,3381992.0,416918
N-t59b11xx,lop,44,1936000,32,64,512,1,64,0.01,standarized_utility,cuda:0,945,23.53873300552368,206090.0,55852
tai50_10_9.fsp,pfsp,50,2500000,32,256,128,3,64,0.001,standarized_utility,cuda:0,1220,194.372211933136,92929.0,3460475
N-stabu70,lop,60,3600000,32,128,128,1,64,0.0001,standarized_utility,cuda:0,1757,98.98525071144104,354464.0,24252
tai100_10_9.fsp,pfsp,100,10000000,32,64,128,2,64,0.01,standarized_utility,cuda:0,4882,846.8341615200043,309512.0,3134650
tai100_10_9.fsp,pfsp,100,10000000,32,256,1024,2,64,0.01,standarized_utility,cuda:0,4882,968.7140254974365,328259.0,136453050
tai20_20_8.fsp,pfsp,20,400000,32,64,1024,1,64,0.0001,standarized_utility,cuda:0,195,11.825849056243896,33854.0,1546450
N-be75eec_150,lop,150,22500000,32,64,512,1,64,0.0001,standarized_utility,cuda:0,10986,821.6832292079926,3378021.0,110230
N-be75eec,lop,50,2500000,32,64,1024,2,64,0.0001,standarized_utility,cuda:0,1220,59.89565849304199,234159.0,1167410
N-t75d11xx,lop,44,1936000,32,128,1024,3,64,0.001,standarized_utility,cuda:0,945,26.70249629020691,563455.0,2276396
tai100_10_9.fsp,pfsp,100,10000000,32,64,512,3,64,0.001,standarized_utility,cuda:0,4882,1015.6283864974976,310973.0,58449850
N-be75eec_150,lop,150,22500000,32,128,128,3,64,0.01,standarized_utility,cuda:0,10986,1293.0689616203308,3179206.0,68886
tai200_10_9.fsp,pfsp,200,40000000,32,64,1024,3,64,0.001,standarized_utility,cuda:0,19531,15092.990387916565,1092995.0,453754500
tai50_10_9.fsp,pfsp,50,2500000,32,64,128,1,64,0.001,standarized_utility,cuda:0,1220,99.37255048751831,92665.0,580475
N-be75eec_150,lop,150,22500000,32,256,128,2,64,0.001,standarized_utility,cuda:0,10986,800.0918591022491,3347292.0,68758
tai100_10_9.fsp,pfsp,100,10000000,32,256,512,3,64,0.01,standarized_utility,cuda:0,4882,1968.2125775814056,323760.0,68280250
tai20_5_8.fsp,pfsp,20,400000,32,64,128,1,64,0.001,standarized_utility,cuda:0,195,15.779977798461914,14595.0,193490
N-t59b11xx,lop,44,1936000,32,128,512,3,64,0.001,standarized_utility,cuda:0,945,24.49343180656433,202765.0,613932
tai100_10_9.fsp,pfsp,100,10000000,32,64,512,1,64,0.01,standarized_utility,cuda:0,4882,771.0762581825256,306568.0,5918650
N-be75eec_150,lop,150,22500000,32,256,128,3,64,0.0001,standarized_utility,cuda:0,10986,805.070211648941,3346793.0,85270
N-stabu70,lop,60,3600000,32,256,512,3,64,0.01,standarized_utility,cuda:0,1757,84.90795707702637,333179.0,687676
N-be75eec,lop,50,2500000,32,128,1024,2,64,0.001,standarized_utility,cuda:0,1220,58.35074472427368,234071.0,1232946
N-t59b11xx,lop,44,1936000,32,64,1024,2,64,0.001,standarized_utility,cuda:0,945,24.3819100856781,207970.0,1161260
N-t75d11xx,lop,44,1936000,32,64,1024,2,64,0.0001,standarized_utility,cuda:0,945,40.24885320663452,577520.0,1161260
N-stabu1_250,lop,250,62500000,32,64,512,3,64,0.001,standarized_utility,cuda:0,30517,7409.659644126892,7400956.0,686842
N-t59b11xx,lop,44,1936000,32,128,1024,2,64,0.0001,standarized_utility,cuda:0,945,39.334949254989624,208230.0,1226796
tai100_10_9.fsp,pfsp,100,10000000,32,128,512,3,64,0.0001,standarized_utility,cuda:0,4882,1018.7000770568848,303970.0,61726650
N-be75eec_150,lop,150,22500000,32,64,512,1,64,0.001,standarized_utility,cuda:0,10986,1281.7839076519012,3382896.0,110230
tai200_10_9.fsp,pfsp,200,40000000,32,64,128,3,64,0.01,standarized_utility,cuda:0,19531,8344.595985174179,1101247.0,10861700
tai50_10_9.fsp,pfsp,50,2500000,32,128,512,1,64,0.01,standarized_utility,cuda:0,1220,159.466406583786,94225.0,3956475
N-be75eec_150,lop,150,22500000,32,128,128,3,64,0.0001,standarized_utility,cuda:0,10986,791.8378658294678,3299941.0,68886
tai100_10_9.fsp,pfsp,100,10000000,32,128,1024,3,64,0.0001,standarized_utility,cuda:0,4882,2001.5201680660248,306538.0,228305850
N-be75eec_150,lop,150,22500000,32,256,1024,2,64,0.001,standarized_utility,cuda:0,10986,1411.4497780799866,3318732.0,1466518
N-t59b11xx,lop,44,1936000,32,128,512,1,64,0.001,standarized_utility,cuda:0,945,35.00936532020569,208155.0,88620
N-t59b11xx,lop,44,1936000,32,256,1024,3,64,0.0001,standarized_utility,cuda:0,945,33.77952003479004,203515.0,2407468
N-t75d11xx,lop,44,1936000,32,128,512,3,64,0.001,standarized_utility,cuda:0,945,42.19066262245178,570802.0,613932
tai20_20_8.fsp,pfsp,20,400000,32,128,512,3,64,0.001,standarized_utility,cuda:0,195,19.966977834701538,33872.0,11934930
N-t59b11xx,lop,44,1936000,32,256,128,2,64,0.01,standarized_utility,cuda:0,945,22.083929777145386,207200.0,55084
