instance,problem,problem size,max evaluations,batch size,noise length,hidden dim,prehead layers,num samples,learning rate,utility function,device,iterations,elapsed time in secs,best fitness,num trainable params
tai20_20_8.fsp,pfsp,20,400000,32,64,512,3,64,0.01,standarized_utility,cuda:0,195,21.962217569351196,34925.0,11279570
N-t75d11xx,lop,44,1936000,32,128,128,1,64,0.01,standarized_utility,cuda:0,945,41.60597515106201,575029.0,22188
tai20_20_8.fsp,pfsp,20,400000,32,64,128,3,64,0.01,standarized_utility,cuda:0,195,16.23286008834839,34166.0,853970
tai50_10_9.fsp,pfsp,50,2500000,32,64,1024,3,64,0.0001,standarized_utility,cuda:0,1220,132.8660717010498,92403.0,109594875
N-be75eec_150,lop,150,22500000,32,64,128,1,64,0.001,standarized_utility,cuda:0,10986,1257.5296115875244,3375073.0,27670
tai20_20_8.fsp,pfsp,20,400000,32,256,512,1,64,0.001,standarized_utility,cuda:0,195,11.68484377861023,33732.0,2739410
tai20_5_8.fsp,pfsp,20,400000,32,128,1024,3,64,0.0001,standarized_utility,cuda:0,195,12.893293142318726,14735.0,44841170
N-t59b11xx,lop,44,1936000,32,128,512,2,64,0.0001,standarized_utility,cuda:0,945,24.329317331314087,208165.0,351276
N-be75eec_150,lop,150,22500000,32,256,512,2,64,0.001,standarized_utility,cuda:0,10986,804.936418056488,3381747.0,471190
N-t75d11xx,lop,44,1936000,32,64,512,1,64,0.0001,standarized_utility,cuda:0,945,41.27119493484497,569209.0,55852
N-be75eec,lop,50,2500000,32,64,512,1,64,0.01,standarized_utility,cuda:0,1220,37.09361457824707,234198.0,58930
tai100_10_9.fsp,pfsp,100,10000000,32,64,128,1,64,0.0001,standarized_utility,cuda:0,4882,1236.8723623752594,302276.0,1483450
N-be75eec_150,lop,150,22500000,32,256,512,3,64,0.001,standarized_utility,cuda:0,10986,1476.8018310070038,3305994.0,733846
N-stabu70,lop,60,3600000,32,64,1024,1,64,0.01,standarized_utility,cuda:0,1757,111.57487154006958,358154.0,128060
tai20_5_8.fsp,pfsp,20,400000,32,128,1024,1,64,0.0001,standarized_utility,cuda:0,195,11.112062215805054,14599.0,2857170
tai50_10_9.fsp,pfsp,50,2500000,32,128,128,3,64,0.0001,standarized_utility,cuda:0,1220,183.9202527999878,92705.0,2641275
tai20_20_8.fsp,pfsp,20,400000,32,64,128,2,64,0.001,standarized_utility,cuda:0,195,11.982136011123657,33845.0,523730
tai20_5_8.fsp,pfsp,20,400000,32,256,512,1,64,0.01,standarized_utility,cuda:0,195,15.554448127746582,14630.0,2739410
N-stabu1_250,lop,250,62500000,32,256,128,3,64,0.001,standarized_utility,cuda:0,30517,7287.972843885422,7450291.0,98170
tai20_20_8.fsp,pfsp,20,400000,32,64,1024,1,64,0.001,standarized_utility,cuda:0,195,17.478861808776855,33906.0,1546450
N-be75eec_150,lop,150,22500000,32,256,128,2,64,0.001,standarized_utility,cuda:0,10986,787.5738730430603,3366016.0,68758
N-be75eec,lop,50,2500000,32,256,128,3,64,0.0001,standarized_utility,cuda:0,1220,37.99686098098755,234334.0,72370
tai20_5_8.fsp,pfsp,20,400000,32,256,512,3,64,0.0001,standarized_utility,cuda:0,195,10.96599292755127,14662.0,13245650
N-be75eec,lop,50,2500000,32,128,128,2,64,0.01,standarized_utility,cuda:0,1220,30.21094536781311,233254.0,39474
N-stabu70,lop,60,3600000,32,64,512,3,64,0.0001,standarized_utility,cuda:0,1757,101.99205994606018,357215.0,589372
N-stabu1_250,lop,250,62500000,32,256,1024,2,64,0.001,standarized_utility,cuda:0,30517,7305.516636371613,7487645.0,1569018
tai100_10_9.fsp,pfsp,100,10000000,32,256,128,3,64,0.01,standarized_utility,cuda:0,4882,929.5147864818573,312001.0,7243450
N-stabu1_250,lop,250,62500000,32,256,512,2,64,0.0001,standarized_utility,cuda:0,30517,7382.716545820236,7506583.0,522490
tai20_20_8.fsp,pfsp,20,400000,32,256,1024,1,64,0.0001,standarized_utility,cuda:0,195,14.134138107299805,33928.0,5478610
N-be75eec_150,lop,150,22500000,32,256,1024,2,64,0.01,standarized_utility,cuda:0,10986,795.5832645893097,2891222.0,1466518
tai100_10_9.fsp,pfsp,100,10000000,32,128,1024,3,64,0.0001,standarized_utility,cuda:0,4882,1598.148544549942,308011.0,228305850
N-be75eec_150,lop,150,22500000,32,256,128,2,64,0.01,standarized_utility,cuda:0,10986,1273.843201160431,3293678.0,68758
N-stabu1_250,lop,250,62500000,32,64,1024,1,64,0.001,standarized_utility,cuda:0,30517,7382.096906661987,7568605.0,322810
N-be75eec_150,lop,150,22500000,32,128,512,2,64,0.01,standarized_utility,cuda:0,10986,1353.9705667495728,3173151.0,405654
tai200_10_9.fsp,pfsp,200,40000000,32,128,128,3,64,0.001,standarized_utility,cuda:0,19531,14112.595265626907,1079053.0,12500100
N-be75eec_150,lop,150,22500000,32,128,1024,2,64,0.01,standarized_utility,cuda:0,10986,1476.7766258716583,3051238.0,1335446
tai20_20_8.fsp,pfsp,20,400000,32,128,128,3,64,0.0001,standarized_utility,cuda:0,195,19.8447585105896,33899.0,1017810
N-t59b11xx,lop,44,1936000,32,256,128,1,64,0.01,standarized_utility,cuda:0,945,35.15372443199158,209120.0,38572
N-stabu1_250,lop,250,62500000,32,128,1024,3,64,0.01,standarized_utility,cuda:0,30517,7481.093475341797,6389178.0,2487546
N-t59b11xx,lop,44,1936000,32,128,512,1,64,0.001,standarized_utility,cuda:0,945,41.016151666641235,208185.0,88620
N-t59b11xx,lop,44,1936000,32,64,512,2,64,0.001,standarized_utility,cuda:0,945,36.1245002746582,208830.0,318508
tai20_20_8.fsp,pfsp,20,400000,32,256,1024,3,64,0.01,standarized_utility,cuda:0,195,21.679648876190186,35559.0,47462610
tai20_20_8.fsp,pfsp,20,400000,32,256,512,1,64,0.0001,standarized_utility,cuda:0,195,11.767008304595947,34200.0,2739410
tai20_20_8.fsp,pfsp,20,400000,32,128,512,1,64,0.0001,standarized_utility,cuda:0,195,17.448289394378662,34132.0,1428690
tai20_20_8.fsp,pfsp,20,400000,32,256,1024,3,64,0.01,standarized_utility,cuda:0,195,13.45982551574707,36219.0,47462610
N-be75eec_150,lop,150,22500000,32,256,512,3,64,0.001,standarized_utility,cuda:0,10986,1512.9060735702515,3294298.0,733846
tai50_10_9.fsp,pfsp,50,2500000,32,256,128,2,64,0.01,standarized_utility,cuda:0,1220,106.33764505386353,94383.0,2634875
N-stabu1_250,lop,250,62500000,32,64,1024,3,64,0.001,standarized_utility,cuda:0,30517,4172.379281759262,7280417.0,2422010
tai100_10_9.fsp,pfsp,100,10000000,32,256,512,2,64,0.01,standarized_utility,cuda:0,4882,1520.1744604110718,317634.0,42014650
N-be75eec_150,lop,150,22500000,32,64,512,1,64,0.01,standarized_utility,cuda:0,10986,826.6477699279785,3344861.0,110230
N-stabu1_250,lop,250,62500000,32,128,512,1,64,0.01,standarized_utility,cuda:0,30517,6348.718073606491,7498582.0,194298
tai50_10_9.fsp,pfsp,50,2500000,32,128,1024,1,64,0.0001,standarized_utility,cuda:0,1220,105.26608514785767,92198.0,7911675
N-be75eec_150,lop,150,22500000,32,256,512,2,64,0.001,standarized_utility,cuda:0,10986,1540.8682990074158,3359741.0,471190
N-stabu1_250,lop,250,62500000,32,256,1024,3,64,0.01,standarized_utility,cuda:0,30517,7410.044555425644,6395790.0,2618618
tai20_20_8.fsp,pfsp,20,400000,32,256,128,3,64,0.001,standarized_utility,cuda:0,195,12.670945882797241,33881.0,1345490
N-t59b11xx,lop,44,1936000,32,256,128,1,64,0.0001,standarized_utility,cuda:0,945,23.387584686279297,204100.0,38572
tai20_20_8.fsp,pfsp,20,400000,32,64,1024,1,64,0.0001,standarized_utility,cuda:0,195,19.17253613471985,33817.0,1546450
tai50_10_9.fsp,pfsp,50,2500000,32,256,128,2,64,0.001,standarized_utility,cuda:0,1220,166.85996508598328,92556.0,2634875
tai20_5_8.fsp,pfsp,20,400000,32,256,1024,3,64,0.01,standarized_utility,cuda:0,195,11.92180585861206,16507.0,47462610
tai50_10_9.fsp,pfsp,50,2500000,32,128,1024,1,64,0.0001,standarized_utility,cuda:0,1220,165.26264333724976,92302.0,7911675
N-stabu70,lop,60,3600000,32,128,512,3,64,0.0001,standarized_utility,cuda:0,1757,101.13188028335571,357063.0,622140
N-be75eec_150,lop,150,22500000,32,128,1024,1,64,0.001,standarized_utility,cuda:0,10986,807.5085294246674,3380588.0,285846
N-stabu70,lop,60,3600000,32,128,1024,2,64,0.01,standarized_utility,cuda:0,1757,87.1288115978241,344788.0,1243196
tai100_10_9.fsp,pfsp,100,10000000,32,256,128,2,64,0.01,standarized_utility,cuda:0,4882,850.2523844242096,310233.0,5592250
tai20_5_8.fsp,pfsp,20,400000,32,128,512,2,64,0.001,standarized_utility,cuda:0,195,18.65683150291443,14644.0,6681810
tai200_10_9.fsp,pfsp,200,40000000,32,64,512,2,64,0.001,standarized_utility,cuda:0,19531,13803.348350763321,1084165.0,69498500
tai100_10_9.fsp,pfsp,100,10000000,32,64,512,2,64,0.01,standarized_utility,cuda:0,4882,1398.8774247169495,318222.0,32184250
tai100_10_9.fsp,pfsp,100,10000000,32,128,512,2,64,0.0001,standarized_utility,cuda:0,4882,882.1302635669708,308301.0,35461050
tai100_10_9.fsp,pfsp,100,10000000,32,128,512,2,64,0.0001,standarized_utility,cuda:0,4882,875.1717758178711,308727.0,35461050
tai50_10_9.fsp,pfsp,50,2500000,32,256,1024,1,64,0.0001,standarized_utility,cuda:0,1220,100.52086877822876,92755.0,14465275
tai100_10_9.fsp,pfsp,100,10000000,32,128,1024,2,64,0.001,standarized_utility,cuda:0,4882,944.3379776477814,315533.0,123345850
tai20_5_8.fsp,pfsp,20,400000,32,256,1024,2,64,0.001,standarized_utility,cuda:0,195,11.470228672027588,14622.0,26470610
tai20_20_8.fsp,pfsp,20,400000,32,64,128,1,64,0.001,standarized_utility,cuda:0,195,18.84050464630127,33732.0,193490
N-t59b11xx,lop,44,1936000,32,256,1024,1,64,0.001,standarized_utility,cuda:0,945,24.121828317642212,208765.0,308268
tai100_10_9.fsp,pfsp,100,10000000,32,256,128,3,64,0.01,standarized_utility,cuda:0,4882,938.5905480384827,315363.0,7243450
tai50_10_9.fsp,pfsp,50,2500000,32,128,512,2,64,0.01,standarized_utility,cuda:0,1220,118.64760398864746,96825.0,17089275
tai20_20_8.fsp,pfsp,20,400000,32,64,128,1,64,0.0001,standarized_utility,cuda:0,195,18.68411111831665,35281.0,193490
N-be75eec_150,lop,150,22500000,32,64,128,1,64,0.001,standarized_utility,cuda:0,10986,827.3082711696625,3383835.0,27670
tai100_10_9.fsp,pfsp,100,10000000,32,64,512,3,64,0.0001,standarized_utility,cuda:0,4882,1545.5614354610443,306681.0,58449850
N-t59b11xx,lop,44,1936000,32,64,1024,1,64,0.001,standarized_utility,cuda:0,945,23.658546924591064,208165.0,111660
N-be75eec_150,lop,150,22500000,32,128,512,2,64,0.0001,standarized_utility,cuda:0,10986,1532.079318523407,3396344.0,405654
tai50_10_9.fsp,pfsp,50,2500000,32,256,128,1,64,0.001,standarized_utility,cuda:0,1220,157.85176062583923,92017.0,1809275
N-be75eec,lop,50,2500000,32,256,512,1,64,0.001,standarized_utility,cuda:0,1220,31.04482865333557,234237.0,157234
tai20_5_8.fsp,pfsp,20,400000,32,128,128,2,64,0.01,standarized_utility,cuda:0,195,10.326644897460938,14736.0,687570
tai50_10_9.fsp,pfsp,50,2500000,32,64,128,2,64,0.0001,standarized_utility,cuda:0,1220,182.24795508384705,93792.0,1406075
tai50_10_9.fsp,pfsp,50,2500000,32,256,128,3,64,0.0001,standarized_utility,cuda:0,1220,181.49311327934265,92873.0,3460475
tai20_20_8.fsp,pfsp,20,400000,32,128,512,3,64,0.001,standarized_utility,cuda:0,195,16.812039852142334,34216.0,11934930
N-be75eec_150,lop,150,22500000,32,64,1024,2,64,0.01,standarized_utility,cuda:0,10986,1467.7531838417053,2955905.0,1269910
N-stabu70,lop,60,3600000,32,128,512,1,64,0.001,standarized_utility,cuda:0,1757,95.62943816184998,359861.0,96828
tai200_10_9.fsp,pfsp,200,40000000,32,64,512,2,64,0.001,standarized_utility,cuda:0,19531,8128.660178422928,1078149.0,69498500
N-stabu1_250,lop,250,62500000,32,128,1024,3,64,0.01,standarized_utility,cuda:0,30517,7563.0404920578,6438766.0,2487546
tai100_10_9.fsp,pfsp,100,10000000,32,64,1024,1,64,0.01,standarized_utility,cuda:0,4882,816.2271432876587,306765.0,11832250
tai100_10_9.fsp,pfsp,100,10000000,32,128,512,3,64,0.001,standarized_utility,cuda:0,4882,1027.8157110214233,308749.0,61726650
N-be75eec_150,lop,150,22500000,32,256,128,3,64,0.001,standarized_utility,cuda:0,10986,796.5004177093506,3336225.0,85270
tai50_10_9.fsp,pfsp,50,2500000,32,128,1024,2,64,0.001,standarized_utility,cuda:0,1220,117.72235202789307,94293.0,60391675
N-be75eec_150,lop,150,22500000,32,256,128,1,64,0.01,standarized_utility,cuda:0,10986,1372.7378013134003,3363225.0,52246
tai200_10_9.fsp,pfsp,200,40000000,32,256,512,1,64,0.01,standarized_utility,cuda:0,19531,7202.6838574409485,1082314.0,36628100
N-t59b11xx,lop,44,1936000,32,256,1024,3,64,0.001,standarized_utility,cuda:0,945,24.48823308944702,202495.0,2407468
N-be75eec,lop,50,2500000,32,64,512,2,64,0.0001,standarized_utility,cuda:0,1220,35.351678133010864,234046.0,321586
tai50_10_9.fsp,pfsp,50,2500000,32,128,1024,3,64,0.001,standarized_utility,cuda:0,1220,134.471209526062,95180.0,112871675
tai100_10_9.fsp,pfsp,100,10000000,32,128,128,3,64,0.01,standarized_utility,cuda:0,4882,916.872679233551,312571.0,5605050
N-stabu70,lop,60,3600000,32,256,128,1,64,0.001,standarized_utility,cuda:0,1757,92.80358552932739,358818.0,40636
N-stabu70,lop,60,3600000,32,128,128,1,64,0.01,standarized_utility,cuda:0,1757,112.96566081047058,357003.0,24252
N-be75eec_150,lop,150,22500000,32,64,512,1,64,0.01,standarized_utility,cuda:0,10986,795.1460196971893,3361777.0,110230
tai20_5_8.fsp,pfsp,20,400000,32,64,512,2,64,0.01,standarized_utility,cuda:0,195,18.951016902923584,15461.0,6026450
N-t59b11xx,lop,44,1936000,32,128,1024,2,64,0.0001,standarized_utility,cuda:0,945,24.258688926696777,208125.0,1226796
N-be75eec_150,lop,150,22500000,32,128,128,2,64,0.001,standarized_utility,cuda:0,10986,1501.0990285873413,3343175.0,52374
tai100_10_9.fsp,pfsp,100,10000000,32,256,1024,3,64,0.001,standarized_utility,cuda:0,4882,1834.8559942245483,313201.0,241413050
tai50_10_9.fsp,pfsp,50,2500000,32,128,512,3,64,0.01,standarized_utility,cuda:0,1220,129.42334938049316,97314.0,30222075
tai20_20_8.fsp,pfsp,20,400000,32,64,1024,1,64,0.01,standarized_utility,cuda:0,195,11.586560010910034,34074.0,1546450
N-stabu1_250,lop,250,62500000,32,256,128,3,64,0.01,standarized_utility,cuda:0,30517,7300.409153223038,7068959.0,98170
N-be75eec_150,lop,150,22500000,32,64,128,2,64,0.01,standarized_utility,cuda:0,10986,1462.2133827209473,3275047.0,44182
N-t59b11xx,lop,44,1936000,32,64,128,3,64,0.0001,standarized_utility,cuda:0,945,34.90408492088318,208185.0,47020
N-stabu1_250,lop,250,62500000,32,256,1024,1,64,0.001,standarized_utility,cuda:0,30517,7507.55192232132,7566701.0,519418
N-be75eec,lop,50,2500000,32,64,128,1,64,0.0001,standarized_utility,cuda:0,1220,51.9321448802948,230500.0,14770
tai200_10_9.fsp,pfsp,200,40000000,32,64,128,1,64,0.001,standarized_utility,cuda:0,19531,10463.068152427673,1074536.0,4256900
N-be75eec_150,lop,150,22500000,32,64,128,2,64,0.001,standarized_utility,cuda:0,10986,1265.0935349464417,3332704.0,44182
N-t75d11xx,lop,44,1936000,32,64,512,2,64,0.0001,standarized_utility,cuda:0,945,30.85507822036743,577634.0,318508
tai100_10_9.fsp,pfsp,100,10000000,32,256,128,1,64,0.0001,standarized_utility,cuda:0,4882,831.368803024292,307048.0,3941050
tai20_5_8.fsp,pfsp,20,400000,32,64,512,2,64,0.001,standarized_utility,cuda:0,195,19.023045301437378,14612.0,6026450
tai20_5_8.fsp,pfsp,20,400000,32,64,1024,3,64,0.001,standarized_utility,cuda:0,195,19.372663497924805,14550.0,43530450
tai20_5_8.fsp,pfsp,20,400000,32,64,512,3,64,0.0001,standarized_utility,cuda:0,195,10.90433144569397,14635.0,11279570
tai50_10_9.fsp,pfsp,50,2500000,32,64,512,2,64,0.001,standarized_utility,cuda:0,1220,183.2490794658661,92785.0,15450875
tai20_20_8.fsp,pfsp,20,400000,32,128,128,3,64,0.01,standarized_utility,cuda:0,195,12.595242977142334,34335.0,1017810
tai20_5_8.fsp,pfsp,20,400000,32,64,512,3,64,0.001,standarized_utility,cuda:0,195,18.85887598991394,14720.0,11279570
N-be75eec,lop,50,2500000,32,128,512,3,64,0.01,standarized_utility,cuda:0,1220,58.24328136444092,219332.0,617010
tai100_10_9.fsp,pfsp,100,10000000,32,128,128,3,64,0.0001,standarized_utility,cuda:0,4882,936.0271368026733,306332.0,5605050
tai20_20_8.fsp,pfsp,20,400000,32,256,128,1,64,0.01,standarized_utility,cuda:0,195,11.615763425827026,34027.0,685010
tai50_10_9.fsp,pfsp,50,2500000,32,256,128,1,64,0.01,standarized_utility,cuda:0,1220,150.31000089645386,93720.0,1809275
tai20_20_8.fsp,pfsp,20,400000,32,256,512,1,64,0.0001,standarized_utility,cuda:0,195,17.128504753112793,34117.0,2739410
N-t75d11xx,lop,44,1936000,32,128,512,3,64,0.001,standarized_utility,cuda:0,945,52.699298620224,567707.0,613932
N-be75eec,lop,50,2500000,32,128,1024,1,64,0.0001,standarized_utility,cuda:0,1220,63.93157505989075,233719.0,183346
tai100_10_9.fsp,pfsp,100,10000000,32,64,512,2,64,0.0001,standarized_utility,cuda:0,4882,1490.798589706421,304905.0,32184250
tai100_10_9.fsp,pfsp,100,10000000,32,256,512,3,64,0.0001,standarized_utility,cuda:0,4882,1036.9214231967926,306606.0,68280250
N-stabu70,lop,60,3600000,32,256,1024,1,64,0.01,standarized_utility,cuda:0,1757,82.22845649719238,356859.0,324668
tai100_10_9.fsp,pfsp,100,10000000,32,64,1024,2,64,0.0001,standarized_utility,cuda:0,4882,947.0697441101074,306878.0,116792250
tai100_10_9.fsp,pfsp,100,10000000,32,64,1024,1,64,0.001,standarized_utility,cuda:0,4882,831.3681166172028,306646.0,11832250
N-be75eec,lop,50,2500000,32,256,512,1,64,0.0001,standarized_utility,cuda:0,1220,59.00809693336487,232873.0,157234
tai200_10_9.fsp,pfsp,200,40000000,32,64,128,1,64,0.01,standarized_utility,cuda:0,19531,10236.492074012756,1072496.0,4256900
N-be75eec_150,lop,150,22500000,32,256,1024,1,64,0.01,standarized_utility,cuda:0,10986,1456.9823050498962,3378092.0,416918
N-t75d11xx,lop,44,1936000,32,128,128,2,64,0.0001,standarized_utility,cuda:0,945,30.253238201141357,573920.0,38700
N-stabu1_250,lop,250,62500000,32,64,128,2,64,0.01,standarized_utility,cuda:0,30517,4250.655135393143,7256229.0,57082
N-be75eec,lop,50,2500000,32,64,128,1,64,0.0001,standarized_utility,cuda:0,1220,58.21667242050171,230656.0,14770
tai100_10_9.fsp,pfsp,100,10000000,32,64,1024,1,64,0.0001,standarized_utility,cuda:0,4882,846.7014830112457,303546.0,11832250
tai20_5_8.fsp,pfsp,20,400000,32,256,512,2,64,0.01,standarized_utility,cuda:0,195,14.462827920913696,15321.0,7992530
N-be75eec_150,lop,150,22500000,32,256,512,1,64,0.0001,standarized_utility,cuda:0,10986,1334.7310063838959,3383804.0,208534
N-be75eec_150,lop,150,22500000,32,64,512,3,64,0.01,standarized_utility,cuda:0,10986,1506.4909613132477,2965296.0,635542
N-stabu70,lop,60,3600000,32,64,512,2,64,0.0001,standarized_utility,cuda:0,1757,84.49603033065796,359608.0,326716
N-be75eec_150,lop,150,22500000,32,256,1024,3,64,0.0001,standarized_utility,cuda:0,10986,788.838968038559,3318784.0,2516118
tai50_10_9.fsp,pfsp,50,2500000,32,128,128,1,64,0.001,standarized_utility,cuda:0,1220,98.88905143737793,92347.0,990075
tai20_5_8.fsp,pfsp,20,400000,32,256,128,3,64,0.0001,standarized_utility,cuda:0,195,15.289059162139893,14647.0,1345490
tai100_10_9.fsp,pfsp,100,10000000,32,256,128,1,64,0.01,standarized_utility,cuda:0,4882,1220.6327352523804,306562.0,3941050
N-t59b11xx,lop,44,1936000,32,128,1024,2,64,0.01,standarized_utility,cuda:0,945,28.895419120788574,202140.0,1226796
N-stabu1_250,lop,250,62500000,32,128,512,3,64,0.01,standarized_utility,cuda:0,30517,4188.195054292679,6686464.0,719610
N-stabu70,lop,60,3600000,32,128,128,3,64,0.0001,standarized_utility,cuda:0,1757,100.69394898414612,357208.0,57276
tai20_20_8.fsp,pfsp,20,400000,32,64,512,2,64,0.001,standarized_utility,cuda:0,195,12.22061014175415,33872.0,6026450
tai200_10_9.fsp,pfsp,200,40000000,32,256,128,2,64,0.001,standarized_utility,cuda:0,19531,7554.872223854065,1077385.0,12474500
N-be75eec_150,lop,150,22500000,32,64,128,3,64,0.0001,standarized_utility,cuda:0,10986,1300.3254363536835,3361648.0,60694
N-t75d11xx,lop,44,1936000,32,128,128,1,64,0.0001,standarized_utility,cuda:0,945,40.328166007995605,550582.0,22188
tai100_10_9.fsp,pfsp,100,10000000,32,128,512,2,64,0.0001,standarized_utility,cuda:0,4882,916.8634250164032,305623.0,35461050
N-stabu70,lop,60,3600000,32,256,128,1,64,0.001,standarized_utility,cuda:0,1757,85.42874312400818,358988.0,40636
tai20_20_8.fsp,pfsp,20,400000,32,64,512,1,64,0.0001,standarized_utility,cuda:0,195,19.261077642440796,34200.0,773330
N-be75eec,lop,50,2500000,32,64,1024,1,64,0.0001,standarized_utility,cuda:0,1220,57.23229193687439,233738.0,117810
N-t59b11xx,lop,44,1936000,32,64,512,1,64,0.0001,standarized_utility,cuda:0,945,23.203538179397583,207515.0,55852
N-t75d11xx,lop,44,1936000,32,256,1024,1,64,0.0001,standarized_utility,cuda:0,945,41.352357625961304,572710.0,308268
N-t75d11xx,lop,44,1936000,32,128,128,3,64,0.001,standarized_utility,cuda:0,945,37.82756471633911,564190.0,55212
tai100_10_9.fsp,pfsp,100,10000000,32,64,512,2,64,0.01,standarized_utility,cuda:0,4882,875.6155159473419,316283.0,32184250
tai100_10_9.fsp,pfsp,100,10000000,32,128,512,2,64,0.0001,standarized_utility,cuda:0,4882,898.0445249080658,308785.0,35461050
tai50_10_9.fsp,pfsp,50,2500000,32,64,1024,1,64,0.0001,standarized_utility,cuda:0,1220,172.02552032470703,93244.0,4634875
N-be75eec_150,lop,150,22500000,32,256,1024,3,64,0.0001,standarized_utility,cuda:0,10986,1489.053372144699,3291220.0,2516118
N-be75eec,lop,50,2500000,32,64,1024,1,64,0.01,standarized_utility,cuda:0,1220,51.7690315246582,234529.0,117810
N-t59b11xx,lop,44,1936000,32,128,1024,2,64,0.01,standarized_utility,cuda:0,945,24.349365234375,191720.0,1226796
tai20_5_8.fsp,pfsp,20,400000,32,128,1024,3,64,0.0001,standarized_utility,cuda:0,195,12.860023975372314,14659.0,44841170
N-t59b11xx,lop,44,1936000,32,128,1024,2,64,0.001,standarized_utility,cuda:0,945,40.26510429382324,203405.0,1226796
N-stabu1_250,lop,250,62500000,32,64,512,1,64,0.0001,standarized_utility,cuda:0,30517,7363.682555675507,7543128.0,161530
N-stabu70,lop,60,3600000,32,64,128,1,64,0.01,standarized_utility,cuda:0,1757,83.17545342445374,358299.0,16060
N-stabu70,lop,60,3600000,32,256,1024,2,64,0.01,standarized_utility,cuda:0,1757,51.346500873565674,337961.0,1374268
tai50_10_9.fsp,pfsp,50,2500000,32,128,512,2,64,0.001,standarized_utility,cuda:0,1220,191.5322229862213,93812.0,17089275
N-stabu1_250,lop,250,62500000,32,128,512,1,64,0.001,standarized_utility,cuda:0,30517,7397.630207538605,7543290.0,194298
tai50_10_9.fsp,pfsp,50,2500000,32,256,512,2,64,0.001,standarized_utility,cuda:0,1220,112.96139311790466,93648.0,20366075
N-t59b11xx,lop,44,1936000,32,128,1024,2,64,0.0001,standarized_utility,cuda:0,945,39.278080224990845,208975.0,1226796
N-stabu70,lop,60,3600000,32,128,512,1,64,0.0001,standarized_utility,cuda:0,1757,53.641623735427856,357824.0,96828
tai100_10_9.fsp,pfsp,100,10000000,32,128,128,3,64,0.001,standarized_utility,cuda:0,4882,919.1550626754761,305238.0,5605050
N-stabu1_250,lop,250,62500000,32,64,1024,1,64,0.01,standarized_utility,cuda:0,30517,6979.23831820488,7477491.0,322810
N-t75d11xx,lop,44,1936000,32,256,512,2,64,0.01,standarized_utility,cuda:0,945,40.00408387184143,562898.0,416812
N-stabu70,lop,60,3600000,32,256,1024,3,64,0.01,standarized_utility,cuda:0,1757,110.68000268936157,315671.0,2423868
tai20_5_8.fsp,pfsp,20,400000,32,128,128,2,64,0.001,standarized_utility,cuda:0,195,9.68411374092102,14642.0,687570
N-t59b11xx,lop,44,1936000,32,128,1024,2,64,0.0001,standarized_utility,cuda:0,945,37.78642725944519,208200.0,1226796
tai20_20_8.fsp,pfsp,20,400000,32,128,1024,2,64,0.01,standarized_utility,cuda:0,195,18.879453420639038,35954.0,23849170
tai20_20_8.fsp,pfsp,20,400000,32,64,128,1,64,0.01,standarized_utility,cuda:0,195,18.420198440551758,33878.0,193490
N-be75eec_150,lop,150,22500000,32,256,1024,3,64,0.01,standarized_utility,cuda:0,10986,1516.9861171245575,2843592.0,2516118
tai200_10_9.fsp,pfsp,200,40000000,32,256,512,2,64,0.001,standarized_utility,cuda:0,19531,8337.738720655441,1076709.0,89159300
tai20_20_8.fsp,pfsp,20,400000,32,128,512,1,64,0.0001,standarized_utility,cuda:0,195,13.449759244918823,34181.0,1428690
tai200_10_9.fsp,pfsp,200,40000000,32,64,1024,2,64,0.0001,standarized_utility,cuda:0,19531,14092.213007926941,1068966.0,243834500
tai20_20_8.fsp,pfsp,20,400000,32,128,1024,1,64,0.01,standarized_utility,cuda:0,195,19.084710121154785,34085.0,2857170
N-t75d11xx,lop,44,1936000,32,256,128,1,64,0.01,standarized_utility,cuda:0,945,44.986818075180054,568644.0,38572
N-stabu70,lop,60,3600000,32,64,128,1,64,0.01,standarized_utility,cuda:0,1757,93.4560239315033,357649.0,16060
N-be75eec_150,lop,150,22500000,32,128,512,1,64,0.01,standarized_utility,cuda:0,10986,783.0052878856659,3383049.0,142998
N-be75eec_150,lop,150,22500000,32,128,128,2,64,0.0001,standarized_utility,cuda:0,10986,1387.2387690544128,3374184.0,52374
N-be75eec_150,lop,150,22500000,32,128,512,1,64,0.01,standarized_utility,cuda:0,10986,1503.549569606781,3351154.0,142998
tai50_10_9.fsp,pfsp,50,2500000,32,64,128,3,64,0.01,standarized_utility,cuda:0,1220,174.14835906028748,95448.0,2231675
N-be75eec_150,lop,150,22500000,32,256,512,3,64,0.0001,standarized_utility,cuda:0,10986,790.8463311195374,3368101.0,733846
N-stabu1_250,lop,250,62500000,32,256,512,2,64,0.01,standarized_utility,cuda:0,30517,7443.542207479477,7033362.0,522490
tai50_10_9.fsp,pfsp,50,2500000,32,64,512,1,64,0.0001,standarized_utility,cuda:0,1220,191.4674437046051,92234.0,2318075
tai20_5_8.fsp,pfsp,20,400000,32,64,512,3,64,0.0001,standarized_utility,cuda:0,195,20.594501495361328,14648.0,11279570
N-stabu1_250,lop,250,62500000,32,256,512,3,64,0.01,standarized_utility,cuda:0,30517,4124.872931241989,6653033.0,785146
N-stabu1_250,lop,250,62500000,32,128,128,2,64,0.0001,standarized_utility,cuda:0,30517,4084.9701635837555,7517961.0,65274
