,instance,repetition,algorithm,lambda,alpha,best fitness,evals,elapsed time in secs
17595,N-stabu1_250,18,PL,10,0.001,7439217,43206651,9239.902
17600,N-stabu1_250,23,PL,10,0.001,7450163,44675899,8834.175
17601,N-stabu1_250,25,PL,10,0.001,7430373,46963611,8805.898
17603,N-stabu1_250,11,PL,10,0.01,7459614,6457798,4858.076
17605,N-stabu1_250,26,PL,10,0.001,7439181,32436050,8820.084
17607,N-stabu1_250,24,PL,10,0.001,7454127,60459438,9244.747
17608,N-stabu1_250,12,PL,10,0.01,7439111,23402443,4840.661
17610,N-stabu1_250,29,PL,10,0.001,7437596,61165332,8883.529
17611,N-stabu1_250,15,PL,10,0.01,7465083,39929296,4802.062
17612,N-stabu1_250,17,PL,10,0.01,7441583,53502103,5014.364
17613,N-stabu1_250,19,PL,10,0.01,7448953,36301465,5042.947
17614,N-stabu1_250,23,PL,10,0.01,7446697,23585148,5021.805
17615,N-stabu1_250,24,PL,10,0.01,7468676,42828589,4988.271
17616,N-stabu1_250,25,PL,10,0.01,7439047,4418130,5023.849
17617,N-stabu1_250,28,PL,10,0.01,7433513,25428838,5017.684
17618,N-stabu1_250,26,PL,10,0.01,7445685,36719518,5044.926
17619,N-stabu1_250,27,PL,10,0.01,7441473,59645703,5056.806
17620,N-stabu1_250,30,PL,10,0.01,7447131,41420554,5076.898
17628,N-stabu1_250,13,PL,10,0.05,7418053,28296178,4800.377
17631,N-stabu1_250,18,PL,10,0.05,7438876,17955781,4780.732
17634,N-stabu1_250,13,PL,10,0.01,7435630,60166340,9166.959
17636,N-stabu1_250,14,PL,10,0.01,7437767,6893334,9034.832
17637,N-stabu1_250,21,PL,10,0.01,7428793,37209846,8878.277
17638,N-stabu1_250,20,PL,10,0.01,7444491,49601290,8904.477
17639,N-stabu1_250,16,PL,10,0.01,7436283,40297425,9210.79
17640,N-stabu1_250,18,PL,10,0.01,7419552,46735031,9138.085
17641,N-stabu1_250,21,PL,10,0.05,7421563,50294123,4796.481
17642,N-stabu1_250,22,PL,10,0.01,7456388,37855270,9214.877
17643,N-stabu1_250,29,PL,10,0.01,7476703,33327685,9194.922
17646,N-stabu1_250,22,PL,10,0.05,7431158,26512374,4969.118
17647,N-stabu1_250,23,PL,10,0.05,7419793,1085282,5000.135
17648,N-stabu1_250,27,PL,10,0.05,7433309,36396765,4912.42
17649,N-stabu1_250,24,PL,10,0.05,7437645,39076274,4975.689
17650,N-stabu1_250,25,PL,10,0.05,7421512,41244138,5026.327
17651,N-stabu1_250,28,PL,10,0.05,7451501,54401439,4952.135
17652,N-stabu1_250,26,PL,10,0.05,7429717,27484743,5002.254
17653,N-stabu1_250,29,PL,10,0.05,7425734,23979713,5048.923
17654,N-stabu1_250,30,PL,10,0.05,7379861,14800260,5006.162
17663,N-stabu1_250,11,PL,10,0.05,7420536,10250319,8665.676
17666,N-stabu1_250,12,PL,10,0.05,7372850,1075314,8704.751
17668,N-stabu1_250,19,PL,10,0.05,7405914,59396440,8664.431
17669,N-stabu1_250,14,PL,10,0.05,7407996,42156515,8814.651
17670,N-stabu1_250,15,PL,10,0.05,7417341,1361533,8852.351
17671,N-stabu1_250,16,PL,10,0.05,7415353,55312551,8850.598
17676,N-stabu1_250,17,PL,10,0.05,7423375,56839663,9098.499
17678,N-stabu1_250,20,PL,10,0.05,7436854,54688267,9177.005
17681,N-stabu1_250,11,PL,10,0.1,7409057,32198682,4785.057
17682,N-stabu1_250,16,PL,10,0.1,7440375,14399786,4941.626
17683,N-stabu1_250,17,PL,10,0.1,7372222,826180,5030.67
17684,N-stabu1_250,21,PL,10,0.1,7397148,41020623,4899.911
17685,N-stabu1_250,22,PL,10,0.1,7387957,36774630,4913.346
17686,N-stabu1_250,18,PL,10,0.1,7416176,33916389,4994.57
17687,N-stabu1_250,19,PL,10,0.1,7384014,9055352,5014.131
17688,N-stabu1_250,20,PL,10,0.1,7417939,12034606,4977.397
17689,N-stabu1_250,23,PL,10,0.1,7340570,58029651,4967.997
17690,N-stabu1_250,24,PL,10,0.1,7429047,5564757,5008.358
17691,N-stabu1_250,12,PL,10,0.1,7406564,54915504,8709.316
17692,N-stabu1_250,13,PL,10,0.1,7422859,48997206,8690.311
17693,N-stabu1_250,14,PL,10,0.1,7372996,55782017,8731.431
17694,N-stabu1_250,15,PL,10,0.1,7399119,26497771,9149.139
17695,N-stabu1_250,11,PL,10,0.5,7195897,52088575,4853.827
17696,N-stabu1_250,25,PL,10,0.1,7429091,53465058,8793.763
17697,N-stabu1_250,26,PL,10,0.1,7375445,24291411,9123.441
17698,N-stabu1_250,12,PL,10,0.5,7221080,48197948,4961.533
17699,N-stabu1_250,13,PL,10,0.5,7224092,9758142,4983.775
17700,N-stabu1_250,14,PL,10,0.5,7212865,45233957,4976.674
17701,N-stabu1_250,27,PL,10,0.1,7390085,45171665,9144.557
17702,N-stabu1_250,28,PL,10,0.1,7406419,38216158,9118.632
17703,N-stabu1_250,16,PL,10,0.5,7202000,59373509,4965.734
17704,N-stabu1_250,15,PL,10,0.5,7210056,49206384,4999.852
17705,N-stabu1_250,18,PL,10,0.5,7225312,13672431,4944.008
17706,N-stabu1_250,17,PL,10,0.5,7190667,15744294,5005.368
17707,N-stabu1_250,19,PL,10,0.5,7206646,60244257,5006.461
17708,N-stabu1_250,20,PL,10,0.5,7222407,28665759,4998.274
17709,N-stabu1_250,29,PL,10,0.1,7447578,14756139,9081.053
17710,N-stabu1_250,30,PL,10,0.1,7420586,33319266,9101.918
17711,N-stabu1_250,25,PL,10,0.5,7213431,52023703,4771.548
17712,N-stabu1_250,28,PL,10,0.5,7176931,9899417,4959.29
17713,N-stabu1_250,29,PL,10,0.5,7194798,38015903,5033.135
17714,N-stabu1_250,30,PL,10,0.5,7217139,11614922,5000.728
17715,N-stabu1_250,21,PL,10,0.5,7194456,57914848,8818.9
17716,N-stabu1_250,22,PL,10,0.5,7228878,38963171,8786.966
17717,N-stabu1_250,23,PL,10,0.5,7221218,56201927,8734.025
17718,N-stabu1_250,24,PL,10,0.5,7195683,45299607,8994.516
17719,N-stabu1_250,26,PL,10,0.5,7223185,41726074,8861.529
17720,N-stabu1_250,27,PL,10,0.5,7223966,44660243,9185.38
17725,N-stabu1_250,11,PL,10,0.75,7060056,54078115,4945.342
17726,N-stabu1_250,12,PL,10,0.75,7059849,4669797,4757.962
17727,N-stabu1_250,13,PL,10,0.75,7076801,60594363,4785.956
17730,N-stabu1_250,14,PL,10,0.75,7064239,53890644,4961.456
17731,N-stabu1_250,15,PL,10,0.75,7078163,7794479,4961.363
17732,N-stabu1_250,16,PL,10,0.75,7080778,35838656,4741.093
17733,N-stabu1_250,17,PL,10,0.75,7084960,4140550,4761.768
17734,N-stabu1_250,18,PL,10,0.75,7087701,44427781,4818.867
17735,N-stabu1_250,19,PL,10,0.75,7055087,11688031,4736.152
17736,N-stabu1_250,20,PL,10,0.75,7104972,55651451,4965.634
17737,N-stabu1_250,21,PL,10,0.75,7074319,50272513,4972.589
17738,N-stabu1_250,22,PL,10,0.75,7083561,60830387,4836.368
17739,N-stabu1_250,23,PL,10,0.75,7090929,11180943,4789.724
17740,N-stabu1_250,24,PL,10,0.75,7081913,15633347,4784.508
17741,N-stabu1_250,25,PL,10,0.75,7063123,40867598,4762.145
17746,N-stabu1_250,26,PL,10,0.75,7068654,43963315,4967.934
17747,N-stabu1_250,27,PL,10,0.75,7062745,18952379,4983.536
17748,N-stabu1_250,28,PL,10,0.75,7071315,27827002,4747.576
17749,N-stabu1_250,29,PL,10,0.75,7073196,22526997,4778.123
17753,N-stabu1_250,30,PL,10,0.75,7071786,52446868,4797.952
17808,N-stabu1_250,12,PL,10,0.9,7007954,42150121,8790.708
17810,N-stabu1_250,11,PL,10,0.9,7002047,23753881,9053.301
17812,N-stabu1_250,15,PL,10,0.9,6998022,56238265,8724.101
17813,N-stabu1_250,14,PL,10,0.9,6970097,34783261,8751.949
17815,N-stabu1_250,13,PL,10,0.9,7004880,56886525,9097.461
17817,N-stabu1_250,16,PL,10,0.9,6986450,40617965,8780.291
17819,N-stabu1_250,17,PL,10,0.9,6997305,27971400,8799.063
17820,N-stabu1_250,18,PL,10,0.9,6989610,55966855,8769.62
17824,N-stabu1_250,19,PL,10,0.9,7002560,37344669,8769.088
17825,N-stabu1_250,20,PL,10,0.9,6990897,48165442,8746.031
17830,N-stabu1_250,22,PL,10,0.9,7004386,4655145,8705.234
17833,N-stabu1_250,23,PL,10,0.9,7016789,13087136,8727.033
17835,N-stabu1_250,21,PL,10,0.9,7005130,6306342,9092.148
17844,N-stabu1_250,24,PL,10,0.9,7004051,60548836,8698.73
17845,N-stabu1_250,28,PL,10,0.9,7004428,45977838,8674.113
17846,N-stabu1_250,25,PL,10,0.9,7015705,35473389,9072.062
17847,N-stabu1_250,26,PL,10,0.9,6999350,34997679,9022.337
17848,N-stabu1_250,29,PL,10,0.9,7014985,3633690,8734.496
17849,N-stabu1_250,30,PL,10,0.9,6983133,21022931,8726.215
17850,N-stabu1_250,27,PL,10,0.9,6998231,9017923,9012.114
17855,N-stabu1_250,11,PL,100,0.001,7400702,61715689,8871.006
17856,N-stabu1_250,13,PL,100,0.001,7394110,59519696,8569.133
17857,N-stabu1_250,14,PL,100,0.001,7405290,61783349,8553.796
17858,N-stabu1_250,12,PL,100,0.001,7391655,60213053,8888.173
17859,N-stabu1_250,15,PL,100,0.001,7392619,61595783,8890.468
17860,N-stabu1_250,16,PL,100,0.001,7389272,61762314,8893.492
17861,N-stabu1_250,17,PL,100,0.001,7400215,61010109,8906.017
17862,N-stabu1_250,19,PL,100,0.001,7391737,57945410,8560.268
17863,N-stabu1_250,21,PL,100,0.001,7400320,61086241,8572.981
17864,N-stabu1_250,23,PL,100,0.001,7392152,62342149,8562.322
17865,N-stabu1_250,18,PL,100,0.001,7394308,61674899,8848.241
17867,N-stabu1_250,20,PL,100,0.001,7396711,62212261,8889.032
17868,N-stabu1_250,22,PL,100,0.001,7404771,60911105,8887.046
17869,N-stabu1_250,24,PL,100,0.001,7392269,60171698,8895.95
17870,N-stabu1_250,27,PL,100,0.001,7393170,61692496,8585.066
17871,N-stabu1_250,30,PL,100,0.001,7401324,61356139,8610.368
17872,N-stabu1_250,29,PL,100,0.001,7393344,62394955,8616.056
17873,N-stabu1_250,25,PL,100,0.001,7396555,61730787,8938.161
17874,N-stabu1_250,26,PL,100,0.001,7393658,59739590,8948.449
17875,N-stabu1_250,28,PL,100,0.001,7395218,61280867,8899.609
17876,N-stabu1_250,12,PL,100,0.01,7446293,30919406,8648.73
17877,N-stabu1_250,14,PL,100,0.01,7460252,25209287,8573.6
17878,N-stabu1_250,11,PL,100,0.01,7460794,60047433,8963.371
17881,N-stabu1_250,13,PL,100,0.01,7444293,44840695,8970.52
17882,N-stabu1_250,15,PL,100,0.01,7444973,15872060,8659.243
17884,N-stabu1_250,16,PL,100,0.01,7451443,49293225,8926.223
17888,N-stabu1_250,17,PL,100,0.01,7445995,10541735,8586.106
17896,N-stabu1_250,18,PL,100,0.01,7435649,9706176,8597.817
17898,N-stabu1_250,21,PL,100,0.01,7436432,28493936,8607.914
17899,N-stabu1_250,22,PL,100,0.01,7460400,32580913,8609.913
17900,N-stabu1_250,19,PL,100,0.01,7444601,57301205,8962.285
17901,N-stabu1_250,23,PL,100,0.01,7440358,27886355,8686.423
17902,N-stabu1_250,20,PL,100,0.01,7446624,53455634,8906.182
17903,N-stabu1_250,24,PL,100,0.01,7444741,61659763,8952.202
17907,N-stabu1_250,25,PL,100,0.01,7459358,36843818,8924.042
17908,N-stabu1_250,26,PL,100,0.01,7451600,60369512,8965.763
17910,N-stabu1_250,27,PL,100,0.01,7444467,53013114,8937.164
17911,N-stabu1_250,12,PL,100,0.05,7435447,9547352,4817.469
17912,N-stabu1_250,13,PL,100,0.05,7453915,54145506,4864.56
17913,N-stabu1_250,29,PL,100,0.01,7436841,45216823,8575.891
17914,N-stabu1_250,30,PL,100,0.01,7440549,50333900,8591.543
17915,N-stabu1_250,28,PL,100,0.01,7439537,47988847,8919.628
17916,N-stabu1_250,19,PL,100,0.05,7450331,53087768,4817.924
17918,N-stabu1_250,22,PL,100,0.05,7444733,40053669,4840.454
17919,N-stabu1_250,23,PL,100,0.05,7438408,41149404,4861.116
17920,N-stabu1_250,24,PL,100,0.05,7437632,61088847,4844.404
17921,N-stabu1_250,25,PL,100,0.05,7443637,44739670,4854.436
17923,N-stabu1_250,27,PL,100,0.05,7450837,30280933,4860.16
17927,N-stabu1_250,30,PL,100,0.05,7442147,6765390,4829.12
17929,N-stabu1_250,11,PL,100,0.05,7455537,36464081,8959.561
17930,N-stabu1_250,16,PL,100,0.05,7428412,39591211,8678.173
17931,N-stabu1_250,14,PL,100,0.05,7448088,26555172,9043.221
17932,N-stabu1_250,18,PL,100,0.05,7462721,18643403,8609.112
17933,N-stabu1_250,15,PL,100,0.05,7454287,25766584,8985.967
17934,N-stabu1_250,20,PL,100,0.05,7441883,54016509,8670.27
17935,N-stabu1_250,17,PL,100,0.05,7437861,47225859,8980.589
17936,N-stabu1_250,21,PL,100,0.05,7444677,46034897,8884.5
17937,N-stabu1_250,26,PL,100,0.05,7446217,2001519,8966.825
17938,N-stabu1_250,28,PL,100,0.05,7443564,20072028,8619.569
17939,N-stabu1_250,29,PL,100,0.05,7450833,25744223,8899.4
17940,N-stabu1_250,11,PL,100,0.1,7447020,2711443,4802.159
17941,N-stabu1_250,13,PL,100,0.1,7453004,59113762,4810.457
17942,N-stabu1_250,12,PL,100,0.1,7431492,19058413,4852.153
17943,N-stabu1_250,15,PL,100,0.1,7436059,10450176,4814.443
17944,N-stabu1_250,14,PL,100,0.1,7473348,48749242,4845.728
17945,N-stabu1_250,16,PL,100,0.1,7442000,28173040,4878.316
17946,N-stabu1_250,17,PL,100,0.1,7443891,15613661,4789.54
17947,N-stabu1_250,18,PL,100,0.1,7432427,42774648,4865.117
17948,N-stabu1_250,19,PL,100,0.1,7434989,13844543,4862.749
17949,N-stabu1_250,20,PL,100,0.1,7426963,29447948,4828.773
17950,N-stabu1_250,21,PL,100,0.1,7450370,52183002,4882.556
17969,N-stabu1_250,23,PL,100,0.1,7434769,1723821,8583.901
17970,N-stabu1_250,22,PL,100,0.1,7430115,14475407,9016.246
17971,N-stabu1_250,27,PL,100,0.1,7447379,35380434,8567.755
17972,N-stabu1_250,25,PL,100,0.1,7425501,13267692,8861.985
17973,N-stabu1_250,24,PL,100,0.1,7459304,12620280,8949.71
17974,N-stabu1_250,26,PL,100,0.1,7436502,31151282,9030.957
17975,N-stabu1_250,28,PL,100,0.1,7437422,18717891,9008.043
17977,N-stabu1_250,29,PL,100,0.1,7435977,51551787,8989.743
17978,N-stabu1_250,30,PL,100,0.1,7442813,54771273,8870.955
17989,N-stabu1_250,29,PL,100,0.5,7432357,56367708,4851.333
18001,N-stabu1_250,13,PL,100,0.5,7441261,61373721,8543.995
18002,N-stabu1_250,15,PL,100,0.5,7431111,37314715,8518.63
18004,N-stabu1_250,14,PL,100,0.5,7430052,44243580,8620.076
18006,N-stabu1_250,18,PL,100,0.5,7406199,8707110,8531.11
18008,N-stabu1_250,12,PL,100,0.5,7413664,58567086,8919.162
18009,N-stabu1_250,17,PL,100,0.5,7437234,34407822,8660.507
18010,N-stabu1_250,11,PL,100,0.5,7438188,56739229,9015.909
18011,N-stabu1_250,20,PL,100,0.5,7424347,11446713,8633.934
18012,N-stabu1_250,16,PL,100,0.5,7412101,12873905,8846.498
18013,N-stabu1_250,19,PL,100,0.5,7452550,48361117,8939.805
18015,N-stabu1_250,21,PL,100,0.5,7443646,33155668,8893.07
18016,N-stabu1_250,22,PL,100,0.5,7440287,56558404,8577.707
18017,N-stabu1_250,24,PL,100,0.5,7441056,59962497,8531.419
18019,N-stabu1_250,23,PL,100,0.5,7414808,54377885,8929.803
18021,N-stabu1_250,26,PL,100,0.5,7412647,48247327,8854.07
18022,N-stabu1_250,25,PL,100,0.5,7425483,51386916,8855.137
18027,N-stabu1_250,27,PL,100,0.5,7424268,56565851,8962.077
18030,N-stabu1_250,28,PL,100,0.5,7446338,13636214,8849.01
18035,N-stabu1_250,30,PL,100,0.5,7440333,6103010,8941.931
18049,N-stabu1_250,12,PL,100,0.75,7456328,22190409,8541.664
18050,N-stabu1_250,11,PL,100,0.75,7408150,57713069,8578.151
18051,N-stabu1_250,14,PL,100,0.75,7420981,44314242,8479.546
18052,N-stabu1_250,15,PL,100,0.75,7407116,46657360,8497.491
18053,N-stabu1_250,17,PL,100,0.75,7427708,47713014,8538.082
18054,N-stabu1_250,19,PL,100,0.75,7439355,30108654,8515.348
18055,N-stabu1_250,22,PL,100,0.75,7422496,33006312,8463.554
18056,N-stabu1_250,13,PL,100,0.75,7426566,22096803,9003.775
18057,N-stabu1_250,24,PL,100,0.75,7419403,43452287,8456.349
18058,N-stabu1_250,16,PL,100,0.75,7391494,58391224,8793.083
18059,N-stabu1_250,12,PL,100,0.9,7409190,57065830,4825.13
18060,N-stabu1_250,18,PL,100,0.75,7416295,45064314,8905.922
18061,N-stabu1_250,20,PL,100,0.75,7422517,15138784,8943.492
18062,N-stabu1_250,23,PL,100,0.75,7417305,6635985,8930.521
18063,N-stabu1_250,21,PL,100,0.75,7426789,52397589,8980.91
18064,N-stabu1_250,25,PL,100,0.75,7438817,26247174,8873.173
18065,N-stabu1_250,26,PL,100,0.75,7411456,32055959,8841.15
18066,N-stabu1_250,27,PL,100,0.75,7447160,18767109,8898.641
18067,N-stabu1_250,29,PL,100,0.75,7419056,60091862,8632.245
18068,N-stabu1_250,30,PL,100,0.75,7447494,47308226,8586.308
18069,N-stabu1_250,28,PL,100,0.75,7436733,13694422,8896.738
18070,N-stabu1_250,17,PL,100,0.9,7434406,50244324,4829.234
18078,N-stabu1_250,11,PL,100,0.9,7427532,53976882,8795.315
18080,N-stabu1_250,13,PL,100,0.9,7387836,20121290,8953.572
18081,N-stabu1_250,16,PL,100,0.9,7436771,58432458,8777.385
18082,N-stabu1_250,14,PL,100,0.9,7399773,41430552,8948.921
18083,N-stabu1_250,15,PL,100,0.9,7417060,50406746,8874.201
18085,N-stabu1_250,19,PL,100,0.9,7408584,42951085,8463.347
18086,N-stabu1_250,18,PL,100,0.9,7414360,45765402,8954.572
18087,N-stabu1_250,20,PL,100,0.9,7378822,27378425,8436.211
18088,N-stabu1_250,21,PL,100,0.9,7436019,24883098,8918.062
18094,N-stabu1_250,23,PL,100,0.9,7411836,51664901,8504.257
18095,N-stabu1_250,22,PL,100,0.9,7429878,28898759,8610.928
18096,N-stabu1_250,24,PL,100,0.9,7411423,39924758,8476.742
18097,N-stabu1_250,25,PL,100,0.9,7397780,20348891,8481.177
18098,N-stabu1_250,27,PL,100,0.9,7438900,22302671,8493.838
18099,N-stabu1_250,26,PL,100,0.9,7428185,47290239,8610.5
18100,N-stabu1_250,28,PL,100,0.9,7401990,46716155,8606.713
18101,N-stabu1_250,30,PL,100,0.9,7426523,45612061,8545.261
18103,N-stabu1_250,12,PL,1000,0.001,6905881,61997617,4735.36
18108,N-stabu1_250,29,PL,100,0.9,7411717,46589895,8897.723
18115,N-stabu1_250,17,PL,1000,0.001,6919549,60013296,4743.689
18117,N-stabu1_250,11,PL,1000,0.001,6908710,57721486,8630.766
18118,N-stabu1_250,13,PL,1000,0.001,6903358,60962209,8784.205
18119,N-stabu1_250,14,PL,1000,0.001,6927050,54706984,8774.095
18120,N-stabu1_250,15,PL,1000,0.001,6901261,62394478,8784.319
18121,N-stabu1_250,16,PL,1000,0.001,6928349,62423694,8771.794
18122,N-stabu1_250,18,PL,1000,0.001,6912166,61063404,8412.032
18123,N-stabu1_250,20,PL,1000,0.001,6907581,62408406,8410.188
18124,N-stabu1_250,19,PL,1000,0.001,6921134,62487728,8862.377
18130,N-stabu1_250,21,PL,1000,0.001,6905568,61492933,8790.738
18131,N-stabu1_250,22,PL,1000,0.001,6910331,61438268,8789.302
18136,N-stabu1_250,23,PL,1000,0.001,6913977,62123163,8793.717
18137,N-stabu1_250,25,PL,1000,0.001,6923727,61578332,8588.575
18138,N-stabu1_250,24,PL,1000,0.001,6911053,61411518,8881.354
18142,N-stabu1_250,27,PL,1000,0.001,6904908,62445189,8436.96
18143,N-stabu1_250,28,PL,1000,0.001,6906973,59079989,8453.716
18144,N-stabu1_250,26,PL,1000,0.001,6921000,60818185,8784.057
18145,N-stabu1_250,29,PL,1000,0.001,6907347,60478393,8433.436
18146,N-stabu1_250,30,PL,1000,0.001,6905787,62114880,8465.497
18164,N-stabu1_250,28,PL,1000,0.01,7395839,62374662,4861.854
18176,N-stabu1_250,11,PL,1000,0.01,7395967,56193527,8879.286
18177,N-stabu1_250,12,PL,1000,0.01,7400965,60748715,8860.85
18178,N-stabu1_250,13,PL,1000,0.01,7397813,59268649,8874.623
18179,N-stabu1_250,14,PL,1000,0.01,7399553,59976846,8890.21
18181,N-stabu1_250,15,PL,1000,0.01,7409248,62356163,8544.705
18182,N-stabu1_250,16,PL,1000,0.01,7400631,61173740,8540.257
18183,N-stabu1_250,17,PL,1000,0.01,7411896,54612810,8938.267
18184,N-stabu1_250,18,PL,1000,0.01,7399744,62326414,8955.386
18185,N-stabu1_250,19,PL,1000,0.01,7401723,59492440,8888.774
18186,N-stabu1_250,20,PL,1000,0.01,7402866,61079920,8866.829
18187,N-stabu1_250,21,PL,1000,0.01,7398026,54531830,8871.824
18188,N-stabu1_250,22,PL,1000,0.01,7399790,61986725,8873.21
18189,N-stabu1_250,23,PL,1000,0.01,7401401,61250010,8869.453
18190,N-stabu1_250,25,PL,1000,0.01,7403144,59142853,8868.934
18191,N-stabu1_250,24,PL,1000,0.01,7403662,62482896,8947.436
18192,N-stabu1_250,26,PL,1000,0.01,7396494,57931059,8889.291
18193,N-stabu1_250,27,PL,1000,0.01,7400366,61633250,8903.676
18194,N-stabu1_250,29,PL,1000,0.01,7404186,60457161,8917.193
18196,N-stabu1_250,30,PL,1000,0.01,7405710,59820057,8943.521
18200,N-stabu1_250,17,PL,1000,0.05,7453464,42954956,4847.671
18201,N-stabu1_250,18,PL,1000,0.05,7445051,51287136,4828.174
18202,N-stabu1_250,19,PL,1000,0.05,7431830,51808059,4827.546
18203,N-stabu1_250,20,PL,1000,0.05,7447728,42495564,4833.88
18204,N-stabu1_250,21,PL,1000,0.05,7441625,37558807,4789.005
18205,N-stabu1_250,23,PL,1000,0.05,7442726,42465228,4823.36
18206,N-stabu1_250,22,PL,1000,0.05,7448296,32434984,4867.985
18208,N-stabu1_250,24,PL,1000,0.05,7450657,49894483,4839.761
18209,N-stabu1_250,25,PL,1000,0.05,7439829,53516706,4834.636
18210,N-stabu1_250,26,PL,1000,0.05,7454267,29025030,4799.296
18211,N-stabu1_250,27,PL,1000,0.05,7453891,36616988,4832.474
18212,N-stabu1_250,28,PL,1000,0.05,7430152,31131978,4804.216
18222,N-stabu1_250,11,PL,1000,0.05,7442191,21011795,8983.243
18223,N-stabu1_250,12,PL,1000,0.05,7438398,45871115,8930.313
18224,N-stabu1_250,13,PL,1000,0.05,7447661,31343472,8978.141
18226,N-stabu1_250,14,PL,1000,0.05,7431871,29250426,9001.56
18227,N-stabu1_250,15,PL,1000,0.05,7442138,29585442,8825.778
18232,N-stabu1_250,16,PL,1000,0.05,7452314,39981580,9007.484
18238,N-stabu1_250,13,PL,1000,0.1,7449838,50402142,4898.299
18239,N-stabu1_250,14,PL,1000,0.1,7443110,25517592,4800.799
18240,N-stabu1_250,15,PL,1000,0.1,7452086,31126131,4793.01
18242,N-stabu1_250,16,PL,1000,0.1,7449971,17069769,4829.18
18243,N-stabu1_250,17,PL,1000,0.1,7452743,39194172,4833.957
18244,N-stabu1_250,19,PL,1000,0.1,7439108,54244922,4810.858
18245,N-stabu1_250,18,PL,1000,0.1,7436753,37088787,4846.608
18246,N-stabu1_250,21,PL,1000,0.1,7463084,61113285,4807.872
18247,N-stabu1_250,29,PL,1000,0.05,7445218,62282805,8903.87
18249,N-stabu1_250,22,PL,1000,0.1,7445572,30280175,4824.526
18251,N-stabu1_250,30,PL,1000,0.05,7449540,33280282,8905.762
18252,N-stabu1_250,24,PL,1000,0.1,7437103,18246600,4791.972
18253,N-stabu1_250,25,PL,1000,0.1,7448333,49925031,4811.431
18254,N-stabu1_250,23,PL,1000,0.1,7442487,26430725,4864.274
18261,N-stabu1_250,12,PL,1000,0.1,7438796,60065545,8962.443
18262,N-stabu1_250,11,PL,1000,0.1,7441579,58055382,9003.181
18263,N-stabu1_250,20,PL,1000,0.1,7451926,14967036,8799.146
18266,N-stabu1_250,27,PL,1000,0.1,7454250,54376318,8881.194
18267,N-stabu1_250,13,PL,1000,0.5,7452798,46664459,4789.81
18268,N-stabu1_250,12,PL,1000,0.5,7445338,46915717,4830.997
18269,N-stabu1_250,14,PL,1000,0.5,7445990,33137827,4810.459
18270,N-stabu1_250,11,PL,1000,0.5,7447837,43259776,4847.864
18271,N-stabu1_250,26,PL,1000,0.1,7442200,48280596,8985.566
18272,N-stabu1_250,15,PL,1000,0.5,7422790,47246921,4800.683
18273,N-stabu1_250,28,PL,1000,0.1,7429990,17512525,8908.679
18274,N-stabu1_250,29,PL,1000,0.1,7432800,38624426,8554.155
18275,N-stabu1_250,16,PL,1000,0.5,7437565,53906628,4867.95
18276,N-stabu1_250,18,PL,1000,0.5,7440404,17300308,4804.732
18277,N-stabu1_250,17,PL,1000,0.5,7448847,47547642,4806.302
18278,N-stabu1_250,30,PL,1000,0.1,7452136,32488228,8535.434
18279,N-stabu1_250,19,PL,1000,0.5,7450130,54342716,4802.778
18281,N-stabu1_250,22,PL,1000,0.5,7443493,62348437,4831.339
18282,N-stabu1_250,23,PL,1000,0.5,7448301,21458917,4832.905
18284,N-stabu1_250,27,PL,1000,0.5,7451336,7143044,4810.996
18285,N-stabu1_250,25,PL,1000,0.5,7443134,47369235,4841.343
18287,N-stabu1_250,26,PL,1000,0.5,7442631,23092952,4844.035
18316,N-stabu1_250,20,PL,1000,0.5,7431092,52933971,8985.77
18317,N-stabu1_250,21,PL,1000,0.5,7436497,54625903,8988.08
18318,N-stabu1_250,24,PL,1000,0.5,7435544,2070199,8987.16
18319,N-stabu1_250,29,PL,1000,0.5,7430705,48279502,8807.23
